sample_id,lambda0_HM,lambda1_HM,lambda2_HM,lambda3_HM,gamma0_MH,gamma1_MH,gamma2_MH,gamma3_MH,delta0_HM,delta1_HM,delta2_HM,delta3_HM,eta0_MH,eta1_MH,eta2_MH,eta3_MH,p0_mortality,p1_mortality
958,0.01,0.237416138,0.118242037,0.178801363,0.072,0.266153329,0.241324983,0.164087986,0.01,0.136052475,0.602162324,0.782186729,0.072,0.441785618,0.168092198,0.13905149,0.05,0.060946445
959,0.01,0.107989109,0.435551134,0.478266294,0.072,0.400725511,0.386361195,0.166045321,0.01,0.260945694,0.538396483,0.276063636,0.072,0.120769972,0.212622935,0.154543802,0.05,0.024727562
960,0.01,0.655809733,0.673957997,0.173602737,0.072,0.036790609,0.419653984,0.120148259,0.01,0.310814037,0.050666849,0.178752972,0.072,0.450368494,0.456897182,0.117624181,0.05,0.094055877
961,0.01,0.106048351,0.058596378,0.783815654,0.072,0.372377364,0.307910817,0.434803148,0.01,0.663660956,0.637304667,0.013066165,0.072,0.106106886,0.371986212,0.21343131,0.05,0.275095142
962,0.01,0.525669786,0.755673638,0.159142721,0.072,0.490727592,0.18252811,0.562072811,0.01,0.124574051,0.407908457,0.626347182,0.072,0.245740929,0.265871746,0.560250092,0.05,0.119086282
963,0.01,0.477216959,0.043086332,0.665345963,0.072,0.368159452,0.229483418,0.009184299,0.01,0.467418368,0.009999685,0.000950855,0.072,0.349943983,0.107361694,0.108992128,0.05,0.182916038
964,0.01,0.042420778,0.247590394,0.118051203,0.072,0.329540178,0.375882608,0.409605165,0.01,0.201632661,0.070507304,0.062160089,0.072,0.24205408,0.537239624,0.123670091,0.05,0.071887648
965,0.01,0.079702154,0.478400516,0.53709957,0.072,0.365184926,0.489121978,0.276289874,0.01,0.106221062,0.228630053,0.523319679,0.072,0.348253281,0.301609778,0.38792379,0.05,0.178469438
966,0.01,0.696246663,0.462952938,0.615095073,0.072,0.141265665,0.385207708,0.512446259,0.01,0.304728539,0.615492308,0.572583548,0.072,0.03381088,0.33029672,0.07394755,0.05,0.270849368
967,0.01,0.641011927,0.086681803,0.096184078,0.072,0.33766115,0.195897051,0.019826528,0.01,0.427896791,0.306397629,0.079850429,0.072,0.455490783,0.519763603,0.429745355,0.05,0.230278247
968,0.01,0.171027548,0.208222631,0.164736757,0.072,0.434556029,0.538416901,0.407163533,0.01,0.696358744,0.504572285,0.306251321,0.072,0.241832597,0.042782573,0.017867687,0.05,0.194733169
969,0.01,0.346358825,0.436249904,0.440552386,0.072,0.157549462,0.270306946,0.267391806,0.01,0.306857505,0.648333553,0.356419563,0.072,0.34287009,0.508655428,0.492020698,0.05,0.249318217
970,0.01,0.213303947,0.027636166,0.206242772,0.072,0.158305772,0.516516666,0.368769872,0.01,0.064546128,0.106949091,0.122984139,0.072,0.358079553,0.417715166,0.488277741,0.05,0.263378234
971,0.01,0.1593466,0.244720263,0.189855076,0.072,0.20377657,0.519529781,0.326663938,0.01,0.583171599,0.387194197,0.022797752,0.072,0.036463036,0.305540282,0.408272172,0.05,0.060292548
972,0.01,0.570308563,0.640425961,0.325399008,0.072,0.423966124,0.229489012,0.385303158,0.01,0.603557669,0.783622028,0.272863363,0.072,0.233471163,0.094072194,0.115913497,0.05,0.194150601
973,0.01,0.724466016,0.311737912,0.142077113,0.072,0.161936516,0.258469368,0.165089387,0.01,0.184527476,0.581427746,0.006197488,0.072,0.30628294,0.450859546,0.151217667,0.05,0.168921623
974,0.01,0.528431083,0.51746951,0.352221211,0.072,0.196856297,0.474804873,0.430797304,0.01,0.253791587,0.081385164,0.056727961,0.072,0.053548755,0.331069797,0.029344116,0.05,0.094339525
975,0.01,0.595027765,0.232535052,0.603013381,0.072,0.423425278,0.139629811,0.413970998,0.01,0.590743544,0.313988601,0.166232182,0.072,0.296081818,0.52335383,0.363302304,0.05,0.048418299
976,0.01,0.539377971,0.337490392,0.46730775,0.072,0.416948372,0.292490096,0.462342898,0.01,0.570502908,0.485907939,0.119126325,0.072,0.474819095,0.531594372,0.07779619,0.05,0.136707516
977,0.01,0.204522106,0.596073413,0.570087412,0.072,0.080022748,0.49815149,0.1027927,0.01,0.62983463,0.361014484,0.259335112,0.072,0.089879901,0.095204897,0.375953835,0.05,0.154120509
978,0.01,0.096447483,0.08903131,0.057125354,0.072,0.422459853,0.404349024,0.033188803,0.01,0.44261336,0.066894163,0.713959159,0.072,0.515242694,0.396596338,0.526075307,0.05,0.227206849
979,0.01,0.654545475,0.450069202,0.241786767,0.072,0.123709897,0.185849613,0.356985404,0.01,0.136398663,0.204325787,0.369768082,0.072,0.132372456,0.334349604,0.524363984,0.05,0.209465022
980,0.01,0.526477025,0.460349966,0.385478848,0.072,0.105968272,0.508195539,0.141168449,0.01,0.072134013,0.592511992,0.138736272,0.072,0.211236928,0.016065839,0.077854591,0.05,0.048497017
981,0.01,0.042984001,0.518758996,0.661236159,0.072,0.212043151,0.496759439,0.121180854,0.01,0.257058435,0.119082224,0.490241764,0.072,0.238485928,0.348344941,0.432631346,0.05,0.152796844
982,0.01,0.49582798,0.738847748,0.236260805,0.072,0.204005117,0.407655509,0.347221534,0.01,0.141040995,0.297156375,0.36959203,0.072,0.238213428,0.101260091,0.525076292,0.05,0.213449253
983,0.01,0.380271107,0.537248212,0.708853311,0.072,0.077346913,0.142211893,0.308254308,0.01,0.631218193,0.028641367,0.777374339,0.072,0.25838695,0.204043288,0.166267481,0.05,0.048819878
984,0.01,0.625343388,0.75477719,0.326779356,0.072,0.540974955,0.467917046,0.27323704,0.01,0.532480682,0.343637502,0.441391492,0.072,0.032970319,0.395477654,0.030004398,0.05,0.228783785
985,0.01,0.651708074,0.187291057,0.255693597,0.072,0.273384295,0.338904531,0.16321688,0.01,0.46806426,0.235251788,0.04383767,0.072,0.001435648,0.057453801,0.449998398,0.05,0.269200767
986,0.01,0.337303297,0.405020323,0.116010054,0.072,0.312985808,0.082163984,0.34716974,0.01,0.737274347,0.154601846,0.604005337,0.072,0.013349376,0.213282433,0.062905152,0.05,0.098693124
987,0.01,0.137094167,0.294910942,0.329843017,0.072,0.170735758,0.372961267,0.521907965,0.01,0.316470346,0.151951094,0.213870979,0.072,0.485072468,0.324691363,0.258446266,0.05,0.041898282
988,0.01,0.355284574,0.220008683,0.745098871,0.072,0.502151822,0.047656644,0.293459182,0.01,0.177796093,0.324513901,0.692709919,0.072,0.299628247,0.189834287,0.118080585,0.05,0.224090961
989,0.01,0.493369232,0.369771714,0.17181264,0.072,0.189851941,0.545191066,0.295411085,0.01,0.316552432,0.411923413,0.61540092,0.072,0.193181876,0.101505077,0.332243715,0.05,0.186257149
990,0.01,0.563047222,0.696770197,0.293227555,0.072,0.042801581,0.544341996,0.247086775,0.01,0.492373433,0.526381205,0.43174583,0.072,0.116586277,0.428921252,0.456531121,0.05,0.154833164
991,0.01,0.385963317,0.090011165,0.066321813,0.072,0.192872832,0.176560616,0.541676864,0.01,0.619061967,0.521340193,0.40894199,0.072,0.095064757,0.55576339,0.213023117,0.05,0.029939169
992,0.01,0.390101128,0.690458429,0.700959891,0.072,0.00622864,0.503415983,0.154203036,0.01,0.030788168,0.669754314,0.682454737,0.072,0.338659253,0.326278374,0.461852315,0.05,0.220166675
993,0.01,0.703183324,0.436670484,0.764441203,0.072,0.5658114,0.066197338,0.482540855,0.01,0.394859584,0.306177407,0.484327125,0.072,0.031788437,0.287669915,0.494665844,0.05,0.059769225
994,0.01,0.336848017,0.742189901,0.338565432,0.072,0.203552815,0.250224816,0.295049171,0.01,0.499273162,0.632547313,0.357160743,0.072,0.464329171,0.303153336,0.19225693,0.05,0.184226232
995,0.01,0.567000581,0.440858691,0.044725829,0.072,0.096493473,0.162049105,0.160531344,0.01,0.532002432,0.014495443,0.596988604,0.072,0.150714526,0.176092409,0.299852782,0.05,0.060459168
996,0.01,0.698732338,0.067441336,0.351062066,0.072,0.482471849,0.349799332,0.166043165,0.01,0.332400564,0.55828856,0.768875987,0.072,0.507302792,0.194501835,0.566976395,0.05,0.000981306
997,0.01,0.021827507,0.650834007,0.157575523,0.072,0.034516944,0.134700106,0.242024887,0.01,0.577147354,0.493225066,0.187720762,0.072,0.285857615,0.526089612,0.462924417,0.05,0.09049314
998,0.01,0.775989003,0.559810116,0.049334991,0.072,0.019971285,0.095655715,0.413422133,0.01,0.145153751,0.404074548,0.073675495,0.072,0.523063338,0.195369629,0.515819008,0.05,0.26456518
999,0.01,0.004841631,0.366666798,0.019478284,0.072,0.516137491,0.294455485,0.042568199,0.01,0.087118615,0.302972129,0.742785012,0.072,0.393572398,0.492807516,0.208147375,0.05,0.012099836
1000,0.01,0.769710933,0.013566663,0.748644806,0.072,0.209408777,0.00573135,0.391441308,0.01,0.77462684,0.762844321,0.127140239,0.072,0.102948754,0.321226104,0.361989141,0.05,0.207037016
1001,0.01,0.143029785,0.757615599,0.504604012,0.072,0.48112265,0.306757326,0.235309249,0.01,0.771974496,0.459875883,0.68483013,0.072,0.541470081,0.383601428,0.311797169,0.05,0.000983038
1002,0.01,0.031615516,0.158672461,0.146946661,0.072,0.144702996,0.173202874,0.2045172,0.01,0.332224775,0.078104407,0.033465926,0.072,0.382800447,0.305206181,0.252273907,0.05,0.177643184
1003,0.01,0.653866732,0.337877398,0.506484377,0.072,0.541629023,0.476906714,0.24196846,0.01,0.509326302,0.139886028,0.442812526,0.072,0.557394469,0.294402985,0.526898554,0.05,0.114053778
1004,0.01,0.789087413,0.457583828,0.033392505,0.072,0.333276725,0.155957291,0.018449391,0.01,0.648474111,0.217826413,0.629273358,0.072,0.163707587,0.110377369,0.553195406,0.05,0.101260692
1005,0.01,0.475087207,0.481885379,0.442774051,0.072,0.519547182,0.383082529,0.229320346,0.01,0.681280504,0.14303969,0.429947039,0.072,0.539912611,0.355225854,0.46403808,0.05,0.182997003
1006,0.01,0.663102982,0.746145425,0.215608165,0.072,0.096367494,0.274906746,0.398657858,0.01,0.17948109,0.003240146,0.270918742,0.072,0.550312103,0.394741518,0.227952852,0.05,0.053921307
1007,0.01,0.281310842,0.134173152,0.083981599,0.072,0.515029668,0.566665392,0.093217002,0.01,0.043072822,0.260487575,0.364710753,0.072,0.116338468,0.17120935,0.114094578,0.05,0.216792959
1008,0.01,0.562936575,0.501611697,0.305902107,0.072,0.516335255,0.550694484,0.09862713,0.01,0.176179987,0.415248512,0.07208795,0.072,0.247902691,0.330457438,0.296537788,0.05,0.092654403
1009,0.01,0.428532187,0.757452754,0.162753749,0.072,0.371944212,0.024649322,0.037724518,0.01,0.435944297,0.082901952,0.017653963,0.072,0.097419383,0.320834329,0.399497662,0.05,0.056693998
1010,0.01,0.527924955,0.144156302,0.484631367,0.072,0.233993098,0.371358121,0.565189963,0.01,0.740875403,0.003382589,0.699496624,0.072,0.037766772,0.541330461,0.160076986,0.05,0.106969753
1011,0.01,0.072394182,0.088695479,0.574125047,0.072,0.53638071,0.346905145,0.406602809,0.01,0.601956098,0.207623277,0.035731408,0.072,0.001063719,0.199168793,0.137151682,0.05,0.017448963
1012,0.01,0.141827351,0.09835413,0.722753921,0.072,0.079671777,0.305384328,0.336884183,0.01,0.429356672,0.078254583,0.251850706,0.072,0.029121549,0.224740511,0.107124193,0.05,0.157257109
1013,0.01,0.547318631,0.42037469,0.34304699,0.072,0.220005383,0.478080924,0.124601061,0.01,0.580032488,0.598411037,0.331168006,0.072,0.16886674,0.267267564,0.05294551,0.05,0.012860409
1014,0.01,0.088166528,0.147844575,0.398299688,0.072,0.482309609,0.133844845,0.531172022,0.01,0.754377248,0.757534638,0.66167456,0.072,0.206652623,0.041284461,0.32308904,0.05,0.156430804
1015,0.01,0.671480856,0.78683293,0.401444272,0.072,0.19607589,0.105592172,0.0027263,0.01,0.402199817,0.438859747,0.651701399,0.072,0.286599718,0.520554022,0.356751415,0.05,0.235294147
1016,0.01,0.11715837,0.675715543,0.533363645,0.072,0.096692362,0.107785701,0.526252352,0.01,0.025450135,0.365402605,0.247645479,0.072,0.377763986,0.476909492,0.204694773,0.05,0.119532584
1017,0.01,0.77571505,0.619294043,0.708791263,0.072,0.249216941,0.132955284,0.233938448,0.01,0.565712615,0.08645002,0.213670593,0.072,0.026489191,0.245573515,0.469989178,0.05,0.006905833
1018,0.01,0.533505586,0.736671741,0.187173011,0.072,0.39398459,0.55385788,0.546573938,0.01,0.185594062,0.079261532,0.117143205,0.072,0.39875626,0.412231041,0.382966367,0.05,0.094101949
1019,0.01,0.134123782,0.458801263,0.382107552,0.072,0.413977796,0.250692525,0.192347347,0.01,0.231848076,0.167061553,0.209939637,0.072,0.053863689,0.197014782,0.020771653,0.05,0.052195877
1020,0.01,0.589948651,0.257120501,0.527907243,0.072,0.407190212,0.330113275,0.544540317,0.01,0.016937495,0.583535594,0.757441449,0.072,0.489770342,0.095363049,0.185633934,0.05,0.048286515
1021,0.01,0.475033607,0.562628506,0.250488278,0.072,0.306439734,0.392442884,0.239321016,0.01,0.674672269,0.609524449,0.05108578,0.072,0.35279917,0.133664913,0.316670374,0.05,0.267928764
1022,0.01,0.694458984,0.319567958,0.230295948,0.072,0.133142463,0.302468446,0.064893121,0.01,0.433927256,0.001053575,0.255841208,0.072,0.12492269,0.551652273,0.413073638,0.05,0.097902947
1023,0.01,0.073347618,0.40827247,0.168623826,0.072,0.304691982,0.474485817,0.34977017,0.01,0.500692851,0.427413928,0.73253985,0.072,0.529320725,0.291226778,0.173671389,0.05,0.128684362
1024,0.01,0.147380751,0.502712009,0.395072945,0.072,0.058674671,0.11226394,0.272430951,0.01,0.701195303,0.447448669,0.53841265,0.072,0.192568216,0.324561671,0.254111739,0.05,0.184556376
1025,0.01,0.039954697,0.389707171,0.233834174,0.072,0.185273115,0.545801101,0.103770654,0.01,0.24588375,0.402815135,0.681791289,0.072,0.236668607,0.42251548,0.486420488,0.05,0.08680458
1026,0.01,0.310272645,0.281679417,0.657956089,0.072,0.025189018,0.175183178,0.385904061,0.01,0.446700365,0.344668594,0.4265591,0.072,0.112228045,0.244647041,0.284967295,0.05,0.252332954
1027,0.01,0.206059779,0.685584517,0.508950707,0.072,0.011553592,0.411590599,0.020193466,0.01,0.78793109,0.689382983,0.234901561,0.072,0.146209579,0.216658535,0.202302836,0.05,0.104254589
1028,0.01,0.251438471,0.490695391,0.129768294,0.072,0.480517374,0.461444611,0.270642462,0.01,0.673656673,0.195244605,0.01387671,0.072,0.351710101,0.260092543,0.322149462,0.05,0.251815035
1029,0.01,0.766241203,0.50121798,0.603603916,0.072,0.04760319,0.091286452,0.416460329,0.01,0.340778711,0.352312564,0.243800068,0.072,0.344978426,0.105173746,0.356088447,0.05,0.04866368
1030,0.01,0.050422567,0.260982574,0.18260087,0.072,0.504947251,0.031213562,0.100316577,0.01,0.433488488,0.380043081,0.036223095,0.072,0.004119379,0.561222591,0.37421811,0.05,0.102313717
1031,0.01,0.371641476,0.210574595,0.272450289,0.072,0.368657257,0.501437102,0.104585853,0.01,0.663885589,0.096029737,0.169843857,0.072,0.021115564,0.079981138,0.521028187,0.05,0.128642849
1032,0.01,0.061356031,0.758184202,0.694403923,0.072,0.428659672,0.530212546,0.125033511,0.01,0.660731741,0.545093045,0.687109807,0.072,0.452645769,0.196809196,0.439858369,0.05,0.073487765
1033,0.01,0.259587809,0.085245517,0.738710527,0.072,0.16528991,0.29571356,0.222277051,0.01,0.758343215,0.264688845,0.615051199,0.072,0.485876376,0.247424491,0.214801591,0.05,0.20936883
1034,0.01,0.721187824,0.596396069,0.179429829,0.072,0.504558801,0.220146387,0.327298306,0.01,0.656834139,0.148831866,0.619763007,0.072,0.338620469,0.507418053,0.097679188,0.05,0.117791026
1035,0.01,0.657946043,0.015193046,0.08863908,0.072,0.562641041,0.159263893,0.554108534,0.01,0.144199925,0.28526461,0.594766861,0.072,0.373618135,0.330077523,0.300982732,0.05,0.236163324
1036,0.01,0.185609365,0.349552032,0.122807311,0.072,0.338494826,0.142309233,0.189622293,0.01,0.372288066,0.021148763,0.072630969,0.072,0.389607797,0.243654949,0.491200846,0.05,0.194508161
1037,0.01,0.006399744,0.487202741,0.074042644,0.072,0.443570046,0.563176367,0.301720915,0.01,0.539395805,0.187478187,0.345702218,0.072,0.486262149,0.095096234,0.150824224,0.05,0.124721429
1038,0.01,0.562676625,0.296948324,0.732908501,0.072,0.053651605,0.210616784,0.402685942,0.01,0.178529545,0.518566376,0.129731397,0.072,0.031796802,0.068736927,0.528231357,0.05,0.154490247
1039,0.01,0.629113163,0.262797056,0.468200332,0.072,0.281132812,0.537179161,0.424622393,0.01,0.577128679,0.036619083,0.434239039,0.072,0.265251146,0.527014407,0.146170249,0.05,0.075553367
1040,0.01,0.324963537,0.192262074,0.102055295,0.072,0.487011633,0.317101066,0.489254024,0.01,0.656596465,0.22281346,0.432712581,0.072,0.047267655,0.51986307,0.229621222,0.05,0.110229331
1041,0.01,0.239176743,0.363924358,0.198889915,0.072,0.212916091,0.454369924,0.473857126,0.01,0.240304157,0.3705214,0.690317623,0.072,0.029918452,0.505034338,0.124496708,0.05,0.189990988
1042,0.01,0.46021584,0.436823191,0.678894578,0.072,0.057692978,0.197111918,0.30572756,0.01,0.640918195,0.170990036,0.634314575,0.072,0.226994658,0.10730307,0.431104298,0.05,0.025451692
1043,0.01,0.406666226,0.050461869,0.281570106,0.072,0.341411622,0.315873628,0.229844277,0.01,0.338947915,0.179147947,0.360147245,0.072,0.541448758,0.483057257,0.08249227,0.05,0.00833862
1044,0.01,0.737484207,0.416132302,0.42489188,0.072,0.443447822,0.178743337,0.273723499,0.01,0.765243701,0.530997463,0.121458575,0.072,0.075672793,0.116022383,0.435492231,0.05,0.082705561
1045,0.01,0.016897189,0.745897747,0.134073599,0.072,0.00542905,0.13469075,0.133496351,0.01,0.333384148,0.727107967,0.694556085,0.072,0.259516107,0.233391146,0.315245161,0.05,0.068167123
1046,0.01,0.041226144,0.741987068,0.147492198,0.072,0.112691614,0.268357467,0.27923638,0.01,0.014563026,0.116884244,0.298742307,0.072,0.388359034,0.129741683,0.240272205,0.05,0.156056618
1047,0.01,0.701988071,0.257595697,0.10551103,0.072,0.277906624,0.42413787,0.062400342,0.01,0.335499958,0.014050262,0.026511754,0.072,0.27431751,0.169376065,0.480020946,0.05,0.168603206
1048,0.01,0.35860704,0.322268943,0.392823929,0.072,0.022969256,0.507106626,0.567036192,0.01,0.143374829,0.095102542,0.113426196,0.072,0.375463369,0.375698396,0.481620924,0.05,0.210511389
1049,0.01,0.355254842,0.484155736,0.54374489,0.072,0.291234315,0.270169759,0.366415349,0.01,0.440404894,0.508714421,0.484155271,0.072,0.408503646,0.365112393,0.295213732,0.05,0.190903107
1050,0.01,0.355090752,0.190920269,0.001120394,0.072,0.318059636,0.335492169,0.552123812,0.01,0.285567884,0.311365262,0.159421669,0.072,0.04006348,0.438952952,0.141818845,0.05,0.170493361
1051,0.01,0.543340698,0.372276983,0.692318169,0.072,0.25207547,0.161828098,0.508936817,0.01,0.680635785,0.129591558,0.020509204,0.072,0.051111796,0.162758922,0.552243567,0.05,0.156384523
1052,0.01,0.294876768,0.702085715,0.357977702,0.072,0.179055541,0.534612692,0.482526034,0.01,0.666498017,0.404704947,0.623656335,0.072,0.101872708,0.32559064,0.558824484,0.05,0.081468361
1053,0.01,0.62753834,0.387477942,0.03144649,0.072,0.433395018,0.095747274,0.358676986,0.01,0.067674713,0.748025244,0.230461871,0.072,0.128631945,0.073349478,0.537329246,0.05,0.199333048
1054,0.01,0.585912102,0.394529603,0.37503495,0.072,0.062492066,0.317989742,0.140248569,0.01,0.771944813,0.629298943,0.326263728,0.072,0.085961835,0.446068401,0.06932654,0.05,0.053013451
1055,0.01,0.167101209,0.439943604,0.621774757,0.072,0.178530851,0.048092455,0.263857847,0.01,0.591007091,0.175114436,0.173740393,0.072,0.538024952,0.541959317,0.562584536,0.05,0.226144688
1056,0.01,0.148665494,0.167465401,0.268777941,0.072,0.180699278,0.543307761,0.448194022,0.01,0.571966946,0.146910947,0.718525192,0.072,0.470230376,0.092948566,0.494824749,0.05,0.07622931
1057,0.01,0.063887099,0.518889622,0.516505681,0.072,0.053921381,0.181107827,0.563918615,0.01,0.535957067,0.576759382,0.168204656,0.072,0.044748216,0.15728016,0.141374283,0.05,0.065672348
1058,0.01,0.152275914,0.454056996,0.259201746,0.072,0.465955969,0.104482133,0.263908176,0.01,0.010789691,0.380529035,0.044112194,0.072,0.555346955,0.449056329,0.278383319,0.05,0.02424446
1059,0.01,0.468031898,0.599423363,0.15066663,0.072,0.322742338,0.46247179,0.436364738,0.01,0.634363694,0.694665506,0.740768861,0.072,0.230336016,0.32306085,0.449094611,0.05,0.195199148
1060,0.01,0.78646098,0.010805344,0.28055524,0.072,0.159623862,0.148995403,0.126396916,0.01,0.560207834,0.066959984,0.585870979,0.072,0.393865878,0.142456747,0.143609589,0.05,0.176080964
1061,0.01,0.602115173,0.692423634,0.673190255,0.072,0.548053541,0.330226621,0.516116359,0.01,0.638725486,0.706787423,0.009185015,0.072,0.548632899,0.268965132,0.453367938,0.05,0.035617153
1062,0.01,0.312793466,0.214453924,0.230410429,0.072,0.070009192,0.457673857,0.005249635,0.01,0.246879311,0.137784329,0.465340763,0.072,0.144415365,0.147111122,0.277376066,0.05,0.182752931
1063,0.01,0.095830717,0.138654047,0.195268048,0.072,0.553088986,0.22558262,0.340226371,0.01,0.190818822,0.387463025,0.058554148,0.072,0.019733539,0.266240643,0.226438475,0.05,0.03832649
1064,0.01,0.543205129,0.784393758,0.312560989,0.072,0.354749305,0.546970335,0.472311864,0.01,0.366206256,0.582616693,0.101226682,0.072,0.29087499,0.158506237,0.091540975,0.05,0.119358654
1065,0.01,0.103501498,0.552198235,0.360429635,0.072,0.301690151,0.083141533,0.079390304,0.01,0.460898194,0.778157701,0.076037961,0.072,0.162295451,0.493852778,0.041050503,0.05,0.245248002
1066,0.01,0.414185927,0.322530751,0.244647646,0.072,0.168762546,0.173695867,0.50256815,0.01,0.571798232,0.529081176,0.631011828,0.072,0.146041129,0.351048317,0.261317624,0.05,0.219083658
1067,0.01,0.244312327,0.508111107,0.696947805,0.072,0.22842147,0.037841346,0.293116867,0.01,0.273318265,0.531058051,0.751316011,0.072,0.275825525,0.264796051,0.371804167,0.05,0.028979301
1068,0.01,0.200269889,0.725993667,0.529254665,0.072,0.007636217,0.116227268,0.387851567,0.01,0.60387537,0.663489062,0.230819675,0.072,0.528824243,0.314073836,0.395634165,0.05,0.167086882
1069,0.01,0.096964643,0.760860581,0.097071708,0.072,0.144772951,0.462140636,0.351363074,0.01,0.662137841,0.407431589,0.297824656,0.072,0.523608244,0.020591316,0.486281965,0.05,0.06462898
1070,0.01,0.670501699,0.109965325,0.458372981,0.072,0.504445298,0.268970519,0.424049871,0.01,0.635690578,0.581830425,0.731010492,0.072,0.253801843,0.098335249,0.027156684,0.05,0.069008763
1071,0.01,0.113126028,0.440779506,0.146106816,0.072,0.022114346,0.020442223,0.472331475,0.01,0.467245446,0.282887388,0.706440154,0.072,0.039871675,0.556822937,0.350053737,0.05,0.051369991
1072,0.01,0.536464588,0.603071195,0.339180799,0.072,0.48940732,0.085616007,0.158379747,0.01,0.073858966,0.166593494,0.188595761,0.072,0.521215652,0.044366303,0.242771788,0.05,0.149071632
1073,0.01,0.709967513,0.788180013,0.595176611,0.072,0.551409283,0.447073443,0.5470991,0.01,0.558743873,0.063013106,0.317516948,0.072,0.367267257,0.199208113,0.155282065,0.05,0.161671795
1074,0.01,0.737466483,0.02763568,0.607692651,0.072,0.410509094,0.547525546,0.528643974,0.01,0.602163724,0.411122924,0.161371367,0.072,0.309693888,0.434719933,0.508740113,0.05,0.221119363
1075,0.01,0.154260879,0.473752188,0.262417033,0.072,0.005228819,0.113725492,0.064309329,0.01,0.665748108,0.204219939,0.224911395,0.072,0.545243973,0.215321259,0.005444644,0.05,0.079476922
1076,0.01,0.094246669,0.081218764,0.061214959,0.072,0.336971379,0.107549507,0.205185907,0.01,0.680993996,0.33522713,0.723396167,0.072,0.282828814,0.226539197,0.426220911,0.05,0.020489028
1077,0.01,0.070687923,0.515059234,0.384683163,0.072,0.448955862,0.520441836,0.220592387,0.01,0.471163921,0.395550336,0.775472418,0.072,0.472055943,0.517867018,0.14446517,0.05,0.216307398
1078,0.01,0.209723848,0.164906601,0.745970266,0.072,0.010964909,0.548340784,0.084780757,0.01,0.647356085,0.217978817,0.277054839,0.072,0.12311838,0.332571976,0.197718271,0.05,0.184070051
1079,0.01,0.012361381,0.050856158,0.078732311,0.072,0.237988413,0.462804226,0.504485053,0.01,0.193400485,0.453752082,0.607008344,0.072,0.164055116,0.232316394,0.297617347,0.05,0.037764957
1080,0.01,0.020526012,0.120716589,0.495214361,0.072,0.041815173,0.107747535,0.191901007,0.01,0.061517351,0.151442424,0.719903133,0.072,0.010961907,0.371149333,0.218344273,0.05,0.188341647
1081,0.01,0.465066459,0.176564016,0.669295495,0.072,0.279422137,0.467200459,0.230615121,0.01,0.777901588,0.608686593,0.763100662,0.072,0.29213744,0.269056563,0.429097764,0.05,0.246481554
1082,0.01,0.761675179,0.256396006,0.630976613,0.072,0.119646699,0.309886229,0.102153748,0.01,0.274443916,0.73577311,0.115411653,0.072,0.359203708,0.336798027,0.068579384,0.05,0.091274132
1083,0.01,0.444755389,0.147871101,0.632492689,0.072,0.552184897,0.121983339,0.106165996,0.01,0.359398707,0.590734569,0.222464482,0.072,0.011291788,0.307413317,0.543349122,0.05,0.10955752
1084,0.01,0.331906298,0.765432357,0.548740013,0.072,0.408489652,0.319614739,0.553578032,0.01,0.544204523,0.707075874,0.552509304,0.072,0.417545789,0.164953404,0.1723759,0.05,0.219235702
1085,0.01,0.234397968,0.444588356,0.196988326,0.072,0.46404656,0.062764767,0.471125691,0.01,0.476156542,0.147658533,0.428207955,0.072,0.160459339,0.183729446,0.199667928,0.05,0.017729389
1086,0.01,0.778909731,0.024912356,0.52337253,0.072,0.210857304,0.366933845,0.202349008,0.01,0.532263011,0.576096052,0.545536586,0.072,0.064730405,0.373115357,0.159032928,0.05,0.008064384
1087,0.01,0.327716231,0.342499051,0.369067565,0.072,0.400340126,0.175423284,0.179079331,0.01,0.047836282,0.542588761,0.448582612,0.072,0.198473464,0.40054734,0.305219202,0.05,0.131388585
1088,0.01,0.403946389,0.502715019,0.521402058,0.072,0.164128041,0.07994223,0.088968215,0.01,0.5051188,0.689569896,0.32350206,0.072,0.096287451,0.429750219,0.472854021,0.05,0.246563084
1089,0.01,0.479396829,0.679975562,0.012177817,0.072,0.060909935,0.052583206,0.404759461,0.01,0.054969609,0.392127854,0.37343845,0.072,0.176479601,0.494390137,0.096806059,0.05,0.09868958
1090,0.01,0.611595485,0.024033628,0.531630816,0.072,0.463713909,0.529528132,0.497736492,0.01,0.252313452,0.463227672,0.06106186,0.072,0.146470162,0.053518311,0.179026381,0.05,0.24505242
1091,0.01,0.274261803,0.443899501,0.34237087,0.072,0.260664586,0.550716925,0.168215738,0.01,0.495586331,0.331849509,0.048305483,0.072,0.277939912,0.461979011,0.056091686,0.05,0.019485717
1092,0.01,0.121368901,0.603876088,0.571956353,0.072,0.320930093,0.265952598,0.504569063,0.01,0.605691281,0.641434379,0.642477218,0.072,0.365063344,0.260152307,0.491136963,0.05,0.259282077
1093,0.01,0.018806774,0.04072835,0.757407205,0.072,0.157427229,0.496073842,0.220835628,0.01,0.094089046,0.063550128,0.12364124,0.072,0.141939335,0.277478425,0.398450808,0.05,0.276191601
1094,0.01,0.348790327,0.409366104,0.412234404,0.072,0.306398714,0.294076693,0.004984061,0.01,0.001362609,0.077156391,0.080229717,0.072,0.400381444,0.116392306,0.508197612,0.05,0.260009772
